epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1400.8,1.6696,1.50589,1.79214,0.78026,0.66319,0.70829,0.28982,2.02139,1.3679,2.1994,0.0014588,0.0014588,0.0014588
43,1434.09,1.67466,1.50712,1.81241,0.79285,0.57292,0.65901,0.26114,2.08016,1.34931,2.28205,0.0014456,0.0014456,0.0014456
44,1467.16,1.68723,1.48745,1.80768,0.82011,0.64901,0.69127,0.27921,2.04107,1.3002,2.19167,0.0014324,0.0014324,0.0014324
45,1500.46,1.65085,1.47773,1.78628,0.74603,0.56099,0.56503,0.22099,2.13022,1.43439,2.32756,0.0014192,0.0014192,0.0014192
46,1533.69,1.62781,1.42641,1.76101,0.80767,0.64158,0.66801,0.27394,2.0477,1.32035,2.24802,0.001406,0.001406,0.001406
47,1567.03,1.65773,1.43933,1.7811,0.78116,0.61111,0.6961,0.29563,2.00477,1.32641,2.17113,0.0013928,0.0013928,0.0013928
48,1600.26,1.65746,1.45362,1.80039,0.83377,0.61111,0.70122,0.30252,2.02706,1.3324,2.21601,0.0013796,0.0013796,0.0013796
49,1633.69,1.65023,1.4455,1.77377,0.74562,0.64931,0.69179,0.29386,2.05736,1.28189,2.22732,0.0013664,0.0013664,0.0013664
50,1666.76,1.62735,1.41783,1.75627,0.8215,0.60725,0.62984,0.26244,2.0416,1.39701,2.22398,0.0013532,0.0013532,0.0013532
51,1699.94,1.64375,1.41154,1.75467,0.71867,0.63889,0.61885,0.24111,2.15363,1.37446,2.37782,0.00134,0.00134,0.00134
52,1733.42,1.63535,1.38773,1.76702,0.77593,0.62524,0.69049,0.28687,2.07785,1.32201,2.27818,0.0013268,0.0013268,0.0013268
53,1766.89,1.66618,1.4289,1.7773,0.76663,0.65017,0.67964,0.2929,2.08355,1.23831,2.24378,0.0013136,0.0013136,0.0013136
54,1800.08,1.64426,1.41058,1.77695,0.8449,0.59028,0.68991,0.29157,2.04985,1.33941,2.23204,0.0013004,0.0013004,0.0013004
